metric,value
analysis,CFB
n_base,4096
n_model_evaluations,24576
seed,1234
CFB_min,7.499722068258349
CFB_mean,52.92426057481668
CFB_median,42.885602589677326
CFB_sd,37.36207054150203
CFB_p90,99.1334826603657
CFB_p95,122.52596188560517
CFB_p99,188.17822214874244
CFB_p995,221.55595904183122
CFB_max,470.13770645103085
