param,S1,S1_conf,ST,ST_conf
MS,0.005359298073906275,0.005038955204092215,0.015402201606842735,0.0035378715179931013
GS,0.09899684057747163,0.02515866471403486,0.37222547121640454,0.06740100849525742
S,0.5317203073369797,0.09298101811223981,0.8866924567017581,0.10428764260669651
CFB,0.0021661745392807788,0.0034982409106422982,0.008788409687642808,0.002264414654884638
CFF,0.05675566497315913,0.01632637848159143,0.21976573201847704,0.03429144956200618
