param,S1,S1_conf,ST,ST_conf
MS,0.07988182328096624,0.01671654802016292,0.1420259216946517,0.012604834974764173
GS,0.1573333464487106,0.02033888547268441,0.2535315038367588,0.015297464546739593
S,0.523408975496034,0.028071553406110054,0.650379896763819,0.02625641000935595
CFB,0.010485001629894823,0.006849575490875996,0.02638788217143401,0.0031577680106836645
CFF,0.07861690559206108,0.014842497891968854,0.15067045134231727,0.011876628613703982
