ID,Reference,Data source,Longitude,Latitude,Elevation,MAT,MAP,PET,Climate,Ecosystem type,Methods,Site,MurA,GlcN,SOC,TN,TP,C/N,MBC,MBN,MBC/N,pH,Sand,Silt,Clay
1377,157,A2,124.48,43.30,65.00,5.60,595.00,1195,D,Cropland,GC,"Gongzhuling, Jilin, Chi",45.00,712.00,18.6,1.65,0.9,10.55,212.67 ,80.03 ,2.66 ,6.30,23.00,50.00,27.00
1378,158,A2,124.49,43.30,65.00,5.60,595.00,1195,D,Cropland,GC,"Gongzhuling, Jilin, Chi",51.00,769.00,18.6,1.51,0.9,10.68,212.67 ,80.03 ,2.66 ,6.10,27.70,50.10,22.20
1379,159,A2,92.56,34.51,4671.00,-3.80,383.00,1002,E,Grassland,GC,"Beiluhe, Chi",56.00,809.00,15.6,1.25,0.6,13.20,67.00 ,103.91 ,0.64 ,8.69,35,50,15
1380,159,A2,92.56,34.51,4671.00,-3.80,383.00,1002,E,Grassland,GC,"Beiluhe, Chi",67.00,962.00,15.6,1.16,0.6,11.60,67.00 ,103.91 ,0.64 ,8.80,35,50,15
1381,159,A2,92.56,34.51,4671.00,-3.80,383.00,1002,E,Grassland,GC,"Beiluhe, Chi",43.00,616.00,15.6,0.94,0.6,10.60,67.00 ,103.91 ,0.64 ,8.80,35,50,15
1382,159,A2,92.56,34.51,4671.00,-3.80,383.00,1002,E,Grassland,GC,"Beiluhe, Chi",33.00,472.00,15.6,0.72,0.6,10.30,67.00 ,103.91 ,0.64 ,8.97,35,50,15
1383,159,A2,92.56,34.51,4671.00,-3.80,383.00,1002,E,Grassland,GC,"Beiluhe, Chi",83.00,1188.00,15.6,2.80,0.6,7.50,67.00 ,103.91 ,0.64 ,9.08,35,50,15
1384,160,A2,7.55,44.09,1609.00,5.40,1282.00,957,C,forest,GC,"vette, Ormea, Italy",69.00,781.00,96.0,1.5,0.6,64.00 ,1613.63,114.61,14.08 ,7.4,36,46,18
1385,160,A2,7.55,44.09,1312.00,5.40,1282.00,957,C,forest,GC,"Secae, Ormea, Italy",114.00,968.00,96.0,1.5,0.6,64.00 ,1173.93,79.87,14.70 ,7.4,36,46,18
1386,160,A2,7.55,44.09,1321.00,5.40,1282.00,957,C,forest,GC,"Valco, Ormea, Italy",105.00,918.00,96.0,1.5,0.6,64.00 ,1143.76,93.20,12.27 ,7.4,36,46,18
1387,160,A2,7.55,44.09,1609.00,5.40,1282.00,957,C,forest,GC,"vette, Ormea, Italy",27.00,511.00,96.0,1.5,0.6,64.00 ,2258.57,121.63,18.57 ,7.4,36,46,18
1388,160,A2,7.55,44.09,1321.00,5.40,1282.00,957,C,forest,GC,"Valco, Ormea, Italy",46.00,703.00,96.0,1.5,0.6,64.00 ,2886.78,153.34,18.83 ,7.4,36,46,18
1389,160,A2,7.55,44.09,1609.00,5.40,1282.00,957,C,forest,GC,"vette, Ormea, Italy",110.00,872.00,96.0,1.5,0.6,64.00 ,1989.61,99.88,19.92 ,7.4,36,46,18
1390,160,A2,7.55,44.09,1312.00,5.40,1282.00,957,C,forest,GC,"Secae, Ormea, Italy",96.00,963.00,96.0,1.5,0.6,64.00 ,1716.13,74.93,22.90 ,7.4,36,46,18
1391,160,A2,7.55,44.09,1321.00,5.40,1282.00,957,C,forest,GC,"Valco, Ormea, Italy",46.00,767.00,96.0,1.5,0.6,64.00 ,1371.44,318.82,4.30 ,7.4,36,46,18
1392,160,A2,7.55,44.09,1312.00,5.40,1282.00,957,C,forest,GC,"Secae, Ormea, Italy",46.00,781.00,96.0,1.5,0.6,64.00 ,373.02,28.25,13.20 ,7.4,36,46,18
1393,160,A2,7.55,44.09,1321.00,5.40,1282.00,957,C,forest,GC,"Valco, Ormea, Italy",132.00,904.00,96.0,1.5,0.6,64.00 ,283.56,25.55,11.10 ,7.4,36,46,18
1394,160,A2,7.55,44.09,1609.00,5.40,1282.00,957,C,forest,GC,"vette, Ormea, Italy",110.00,502.00,96.0,1.5,0.6,64.00 ,1208.37,144.79,8.35 ,7.4,36,46,18
1395,160,A2,7.55,44.09,1312.00,5.40,1282.00,957,C,forest,GC,"Secae, Ormea, Italy",46.00,708.00,96.0,1.5,0.6,64.00 ,1285.08,134.38,9.56 ,7.4,36,46,18
1396,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",3.621461847,38.57475929,5.08,0.31,0.4,16.38709677,224.90 ,59.96 ,3.75 ,8.2,31,47,22
1397,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",9.861095831,119.7956836,10.861,0.76,0.4,14.29078947,224.90 ,59.96 ,3.75 ,7.8,31,47,22
1398,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",12.00232515,40.10036006,5.270166667,0.285,0.4,18.49181287,224.90 ,59.96 ,3.75 ,7.8,31,47,22
1399,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",27.49429048,381.5568714,17.81233333,1.761111111,0.4,10.11425868,224.90 ,59.96 ,3.75 ,7.3,31,47,22
1400,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",13.09501719,264.3436377,14.4515,1.41875,0.4,10.1860793,224.90 ,59.96 ,3.75 ,7.3,31,47,22
1401,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",1.87920784,54.2402964,5.724833333,0.4591666667,0.4,12.46787659,224.90 ,59.96 ,3.75 ,7.3,31,47,22
1402,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",13.75413016,27.39566316,5.106166667,0.38,0.4,13.4372807,224.90 ,59.96 ,3.75 ,7.3,31,47,22
1403,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",8.238357524,28.40682639,5.181333333,0.34,0.4,15.23921569,224.90 ,59.96 ,3.75 ,7.3,31,47,22
1404,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",8.308037118,37.14234176,5.074833333,0.35,0.4,14.49952381,224.90 ,59.96 ,3.75 ,7.3,31,47,22
1405,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",12.20792974,34.00504918,5.4405,0.375,0.4,14.508,224.90 ,59.96 ,3.75 ,7.3,31,47,22
1406,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",37.79585408,524.3034187,17.58333333,2.120714286,0.4,8.291231616,224.90 ,59.96 ,3.75 ,5.1,31,47,22
1407,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",27.43952238,485.0964139,15.3375,1.844,0.4,8.317516269,224.90 ,59.96 ,3.75 ,5.1,31,47,22
1408,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",13.22670551,154.2857857,6.61425,0.9041666667,0.4,7.315299539,224.90 ,59.96 ,3.75 ,5.1,31,47,22
1409,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",14.03160896,38.9743298,5.801666667,0.48,0.4,12.08680556,224.90 ,59.96 ,3.75 ,5.1,31,47,22
1410,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",11.44833421,27.42008519,4.71775,0.42,0.4,11.2327381,224.90 ,59.96 ,3.75 ,5.1,31,47,22
1411,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",10.56422953,27.18346403,4.719833333,0.42,0.4,11.23769841,224.90 ,59.96 ,3.75 ,5.1,31,47,22
1412,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",10.7151397,31.12031152,5.206833333,0.43,0.4,12.10891473,224.90 ,59.96 ,3.75 ,5.1,31,47,22
1413,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",49.42017124,512.4808652,22.60166667,2.495,0.4,9.058784235,224.90 ,59.96 ,3.75 ,5.5,31,47,22
1414,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",21.78994953,474.4515607,14.86916667,1.612222222,0.4,9.222777395,224.90 ,59.96 ,3.75 ,5.5,31,47,22
1415,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",3.301021509,106.7396785,7.117083333,0.7125,0.4,9.988888889,224.90 ,59.96 ,3.75 ,5.5,31,47,22
1416,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",11.27591052,44.22402185,5.224166667,0.465,0.4,11.23476703,224.90 ,59.96 ,3.75 ,5.5,31,47,22
1417,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",17.07473648,34.56412476,4.888888889,0.48,0.4,10.18518519,224.90 ,59.96 ,3.75 ,5.5,31,47,22
1418,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",42.05124721,29.75276442,4.651866667,0.465,0.4,10.00401434,224.90 ,59.96 ,3.75 ,5.5,31,47,22
1419,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",101.7491549,472.0999359,23.23375,2.327,0.4,9.984422003,224.90 ,59.96 ,3.75 ,6.8,31,47,22
1420,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",22.56522514,467.0153059,17.98416667,1.97625,0.4,9.100147586,224.90 ,59.96 ,3.75 ,6.8,31,47,22
1421,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",59.03006148,175.6295899,8.578333333,1.05,0.4,8.16984127,224.90 ,59.96 ,3.75 ,6.8,31,47,22
1422,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",3.462027599,75.71439645,4.12,0.555,0.4,7.423423423,224.90 ,59.96 ,3.75 ,6.8,31,47,22
1423,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",5.544760355,37.92457977,5.276666667,0.67,0.4,7.875621891,224.90 ,59.96 ,3.75 ,6.8,31,47,22
1424,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",3.643487956,14.62370027,3.285833333,0.535,0.4,6.141744548,224.90 ,59.96 ,3.75 ,6.8,31,47,22
1425,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",2.301989999,29.00073175,5.95,0.445,0.4,13.37078652,224.90 ,59.96 ,3.75 ,6.8,31,47,22
1426,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",,17.83972934,2.0825,0.31,0.4,6.717741935,224.90 ,59.96 ,3.75 ,6.8,31,47,22
1427,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",85.98657905,368.6603851,13.96833333,1.579285714,0.4,8.844715815,224.90 ,59.96 ,3.75 ,5.5,31,47,22
1428,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",19.57783759,508.7095464,11.04166667,1.304,0.4,8.467535787,224.90 ,59.96 ,3.75 ,5.5,31,47,22
1429,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",7.895408374,157.091999,6.069166667,0.7257142857,0.4,8.363024934,224.90 ,59.96 ,3.75 ,5.5,31,47,22
1430,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",5.50869666,35.97762917,4.629166667,0.615,0.4,7.527100271,224.90 ,59.96 ,3.75 ,5.5,31,47,22
1431,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",4.5728101,18.92458801,2.8075,0.51,0.4,5.504901961,224.90 ,59.96 ,3.75 ,5.5,31,47,22
1432,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",5.660467131,30.88705252,3.9225,0.625,0.4,6.276,224.90 ,59.96 ,3.75 ,5.5,31,47,22
1433,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",15.71835681,41.31104924,15.4175,1.39,0.4,11.09172662,224.90 ,59.96 ,3.75 ,5.5,31,47,22
1434,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",10.08748143,16.6870857,3.52,0.475,0.4,7.410526316,224.90 ,59.96 ,3.75 ,5.5,31,47,22
1435,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",144.7971705,589.9647181,29.99166667,3.557142857,0.4,8.431392236,224.90 ,59.96 ,3.75 ,5.5,31,47,22
1436,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",36.13781312,372.9449992,20.54,2.095,0.4,9.804295943,224.90 ,59.96 ,3.75 ,5.1,31,47,22
1437,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",32.86191323,51.52139388,5.4875,0.578125,0.4,9.491891892,224.90 ,59.96 ,3.75 ,5.1,31,47,22
1438,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",26.50621774,21.93905827,3.491666667,0.44,0.4,7.935606061,224.90 ,59.96 ,3.75 ,5.1,31,47,22
1439,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",2.701657596,22.9603538,2.623333333,0.3833333333,0.4,6.843478261,224.90 ,59.96 ,3.75 ,5.1,31,47,22
1440,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",12.78241602,10.9296791,1.61375,0.3133333333,0.4,5.150265957,224.90 ,59.96 ,3.75 ,5.1,31,47,22
1441,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",2.129966167,10.26889185,1.406666667,0.315,0.4,4.465608466,224.90 ,59.96 ,3.75 ,5.1,31,47,22
1442,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",12.680599,270.5797401,10.57966667,1.133,0.4,9.337746396,224.90 ,59.96 ,3.75 ,7.1,31,47,22
1443,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",14.70825614,164.8498656,8.181611111,0.849,0.4,9.636762204,224.90 ,59.96 ,3.75 ,7.1,31,47,22
1444,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",19.28376041,62.53478641,6.350055556,0.59,0.4,10.76280603,224.90 ,59.96 ,3.75 ,7.1,31,47,22
1445,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",11.36436645,61.70507236,5.554166667,0.525,0.4,10.57936508,224.90 ,59.96 ,3.75 ,7.1,31,47,22
1446,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",24.15461524,84.8445137,4.805444444,0.455,0.4,10.56141636,224.90 ,59.96 ,3.75 ,7.1,31,47,22
1447,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",4.641396913,37.82725666,4.681111111,0.39,0.4,12.002849,224.90 ,59.96 ,3.75 ,7.1,31,47,22
1448,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",22.08854248,186.8775426,10.80366667,0.9771428571,0.4,11.05638402,224.90 ,59.96 ,3.75 ,7.5,31,47,22
1449,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",16.01174483,143.5759765,8.091166667,0.8128571429,0.4,9.953983597,224.90 ,59.96 ,3.75 ,7.5,31,47,22
1450,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",18.5365335,106.0098686,7.033916667,0.66,0.4,10.65744949,224.90 ,59.96 ,3.75 ,7.5,31,47,22
1451,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",12.01888364,60.69790266,6.221166667,0.52,0.4,11.96378205,224.90 ,59.96 ,3.75 ,7.5,31,47,22
1452,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",12.53371152,63.0695604,5.520583333,0.52,0.4,10.61650641,224.90 ,59.96 ,3.75 ,7.5,31,47,22
1453,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",11.90989576,65.10821511,5.252666667,0.53,0.4,9.910691824,224.90 ,59.96 ,3.75 ,6.7,31,47,22
1454,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",22.77056825,278.6459196,10.53116667,1.216,0.4,8.660498904,224.90 ,59.96 ,3.75 ,6.7,31,47,22
1455,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",11.29190742,159.87053,6.646,0.6991666667,0.4,9.505601907,224.90 ,59.96 ,3.75 ,6.7,31,47,22
1456,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",5.234186521,122.3392816,6.1945,0.58,0.4,10.68017241,224.90 ,59.96 ,3.75 ,6.7,31,47,22
1457,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",4.620003939,65.45948636,5.2905,0.455,0.4,11.62747253,224.90 ,59.96 ,3.75 ,6.7,31,47,22
1458,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",5.156445916,39.16653059,4.560666667,0.415,0.4,10.98955823,224.90 ,59.96 ,3.75 ,6.7,31,47,22
1459,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",4.697227819,35.81350327,4.443666667,0.415,0.4,10.70763052,224.90 ,59.96 ,3.75 ,6.7,31,47,22
1460,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",41.00579641,401.5366199,10.96666667,1.409,0.4,7.783297847,224.90 ,59.96 ,3.75 ,6,31,47,22
1461,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",16.97641894,227.655227,7.141666667,0.8528571429,0.4,8.373813512,224.90 ,59.96 ,3.75 ,6,31,47,22
1462,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",6.098905662,112.3618958,5.308166667,0.485,0.4,10.94467354,224.90 ,59.96 ,3.75 ,6,31,47,22
1463,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",5.433602043,72.96398649,5.269333333,0.44,0.4,11.97575758,224.90 ,59.96 ,3.75 ,6,31,47,22
1464,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",3.885242753,44.57000483,5.176,0.4,0.4,12.94,224.90 ,59.96 ,3.75 ,6,31,47,22
1465,161,A3,121.23,30.16,10,16.3,1325,1272,C,Cropland,GC,"Yangtze River Delta, Chi",2.391981322,25.54264985,4.848388889,0.4,0.4,12.12097222,224.90 ,59.96 ,3.75 ,6,31,47,22
1466,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",25.05355556,267.0271707,14.2,0.9,0.7,15.78 ,419.118,53.7931,7.79 ,8.1,45,39,17
1467,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",26.76955556,269.4747742,16.6,0.9,0.7,18.44 ,379.412,41.3793,9.17 ,8.1,45,39,17
1468,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",21.96482222,208.2004683,17.5,0.9,0.7,19.44 ,291.176,33.6946,8.64 ,8.1,45,39,17
1469,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",20.24882222,280.5828647,11,0.9,0.7,12.22 ,573.529,66.798,8.59 ,8.1,45,39,17
1470,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",39.468,379.4237706,19,0.9,0.7,21.11 ,564.706,64.4335,8.76 ,8.1,45,39,17
1471,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",31.23133333,364.2743526,21.5,0.9,0.7,23.89 ,569.118,60.2956,9.44 ,8.1,45,39,17
1472,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",25.39688889,243.7079927,24.7,0.9,0.7,27.44 ,727.941,74.4828,9.77 ,8.1,45,39,17
1473,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",22.99444444,315.1112843,13.3,0.9,0.7,14.78 ,697.059,79.803,8.73 ,8.1,45,39,17
1474,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",50.79355556,552.0412239,21.9,0.9,0.7,24.33 ,727.941,82.1675,8.86 ,8.1,45,39,17
1475,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",47.36155556,581.1593502,24.8,0.9,0.7,27.56 ,913.235,92.8079,9.84 ,8.1,45,39,17
1476,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",34.32,327.8631821,27,0.9,0.7,30.00 ,732.353,73.3005,9.99 ,8.1,45,39,17
1477,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",34.66333333,484.8162263,15,0.9,0.7,16.67 ,604.412,69.7537,8.66 ,8.1,45,39,17
1478,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",63.83533333,706.6977089,23,0.9,0.7,25.56 ,922.059,102.857,8.96 ,8.1,45,39,17
1479,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",61.776,741.1748389,26.1,0.9,0.7,29.00 ,1102.94,109.36,10.09 ,8.1,45,39,17
1480,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",40.15444444,390.6073198,28.5,0.9,0.7,31.67 ,922.059,88.0788,10.47 ,8.1,45,39,17
1481,162,A3,117,39.22,10,11.6,586,1460,B,Cropland,LC,"Tianjin City, Chi",44.27288889,586.9582984,15.2,0.9,0.7,16.89 ,630.882,72.7094,8.68 ,8.1,45,39,17
1482,163,A3,105.24,26.25,1420,15.2,1316,1128,C,Cropland,LC,"Guizhou Province, southwest Chi",48.44,266.96,24.7,2.5,0.9,9.88 ,166.40 ,53.73 ,3.10 ,6.80 ,50,26,24
1483,163,A3,105.24,26.25,1420,15.5,1319,1128,C,Cropland,LC,"Guizhou Province, southwest Chi",30.33,160.55,21,2.1,0.9,10.00 ,166.40 ,53.73 ,3.10 ,6.90 ,50,26,24
1484,163,A3,105.24,26.25,1420,15.8,1322,1128,C,Cropland,LC,"Guizhou Province, southwest Chi",25.3,11.64,11.9,1.5,0.9,7.93 ,166.40 ,53.73 ,3.10 ,7.20 ,50,26,24
1485,163,A3,105.24,26.25,1420,15.11,1325,1128,C,Cropland,LC,"Guizhou Province, southwest Chi",33.33,175.17,8,1.5,0.9,5.33 ,166.40 ,53.73 ,3.10 ,7.1,50,26,24
1486,163,A3,105.24,26.25,1420,15.14,1328,1128,C,Grassland,LC,"Guizhou Province, southwest Chi",126.87,502.27,30.3,3.1,0.9,9.77 ,166.40 ,53.73 ,3.10 ,7.2,50,26,24
1487,163,A3,105.24,26.25,1420,15.17,1331,1128,C,Grassland,LC,"Guizhou Province, southwest Chi",70.86,333.09,27.6,2.7,0.9,10.22 ,166.40 ,53.73 ,3.10 ,7.3,50,26,24
1488,163,A3,105.24,26.25,1420,15.20 ,1334,1128,C,Grassland,LC,"Guizhou Province, southwest Chi",54.05,250.21,24.1,2.4,0.9,10.04 ,166.40 ,53.73 ,3.10 ,7.4,50,26,24
1489,163,A3,105.24,26.25,1420,15.23 ,1337,1128,C,Forest,LC,"Guizhou Province, southwest Chi",201.39,1093.11,64.7,4.5,0.9,14.38 ,166.40 ,53.73 ,3.10 ,7,50,26,24
1490,163,A3,105.24,26.25,1420,15.26 ,1340,1128,C,Forest,LC,"Guizhou Province, southwest Chi",188.5,853.36,51.3,4.4,0.9,11.66 ,166.40 ,53.73 ,3.10 ,7,50,26,24
1491,163,A3,105.24,26.25,1420,15.29 ,1343,1128,C,Forest,LC,"Guizhou Province, southwest Chi",88.69,346.95,27.6,2.7,0.9,10.22 ,166.40 ,53.73 ,3.10 ,7.2,50,26,24
1492,163,A3,105.24,26.25,1420,15.32 ,1346,1128,C,Forest,LC,"Guizhou Province, southwest Chi",51.63,175.57,15.4,1.8,0.9,8.56 ,166.40 ,53.73 ,3.10 ,7.7,50,26,24
1493,163,A3,105.24,26.25,1420,15.35 ,1349,1128,C,Forest,LC,"Guizhou Province, southwest Chi",218.38,1103.57,77.9,7.3,0.9,10.67 ,166.40 ,53.73 ,3.10 ,6.6,50,26,24
1494,163,A3,105.24,26.25,1420,15.38 ,1352,1128,C,Forest,LC,"Guizhou Province, southwest Chi",164.97,657.29,47.6,4.6,0.9,10.35 ,166.40 ,53.73 ,3.10 ,7.10 ,50,26,24
1495,163,A3,105.24,26.25,1420,15.41 ,1355,1128,C,Forest,LC,"Guizhou Province, southwest Chi",136.41,522.11,35.7,3.7,0.9,9.65 ,166.40 ,53.73 ,3.10 ,7.20 ,50,26,24
1496,163,A3,105.24,26.25,1420,15.44 ,1358,1128,C,Forest,LC,"Guizhou Province, southwest Chi",75.16,237.92,21.8,3.7,0.9,5.89 ,166.40 ,53.73 ,3.10 ,7.10 ,50,26,24
1497,164,A3,128.27,42.42,750,4.30 ,745.00 ,904,D,Forest,GC,"Jilin Provinc, northeast Chi.",39.5,528.5,18.6,1.7,0.9,10.7,243.31 ,47.02 ,5.17 ,5.30 ,44,38,18
1498,164,A3,128.27,42.42,750,4.30 ,745.00 ,904,D,Forest,GC,"Jilin Provinc, northeast Chi.",47.5,653.4,18.6,1.7,0.9,11.8,243.31 ,47.02 ,5.17 ,5.20 ,44,38,18
1499,164,A3,128.27,42.42,750,4.30 ,745.00 ,904,D,Forest,GC,"Jilin Provinc, northeast Chi.",63.8,881.3,18.6,1.7,0.9,10.4,243.31 ,47.02 ,5.17 ,4.80 ,44,38,18
1500,164,A3,128.27,42.42,750,4.30 ,745.00 ,904,D,Forest,GC,"Jilin Provinc, northeast Chi.",61.9,880,18.6,1.7,0.9,10.2,243.31 ,47.02 ,5.17 ,5.10 ,44,38,18
1501,164,A3,117.65,27.73,630,16.4,1825,1037,C,Forest,GC,"Fujian Province, Chi",2665.8056,6892.175,37,2.3,0.4,16.08695652,145.69 ,49.60 ,2.94 ,4.96 ,10.3,25.1,64.6
1502,164,A3,117.65,27.73,1050,15.2,2561,1037,C,Forest,GC,"Fujian Province, Chi",3054.6596,9991.6485,54.5,2.6,0.4,20.96153846,145.69 ,49.60 ,2.94 ,4.42 ,12.6,27,60.4
