ID,Reference,Data source,Longitude,Latitude,Elevation,MAT,MAP,PET,Climate,Ecosystem type,Methods,Site,MurA,GlcN,SOC,TN,TP,C/N,MBC,MBN,MBC/N,pH,Sand,Silt,Clay
429,57,A1,9.56,51.32,470,9.20,650.00,823,D,Cropland,LC,"Göttingen, Germany",43.30,445.00,10.80,1.14,0.6,9.47,229.00,53.90,4.25 ,6.56,18.10,76.30,5.60
430,57,A1,9.51,51.20,278,9.20,810.00,809,D,Cropland,LC,"Witzenhausen, Germany",39.60,425.00,9.80,1.00,0.6,9.80,225.00,41.40,5.43 ,6.49,17.40,76.70,5.90
431,57,A1,11.44,50.51,600,9.20,810.00,752,D,Cropland,LC,"Dohrstadt, Germany",49.70,614.00,10.30,1.20,0.6,8.58,235.00,41.20,5.70 ,7.20,10.30,70.60,19.10
432,57,A1,11.44,50.51,600,9.20,810.00,752,D,Cropland,LC,"Dohrstadt, Germany",48.20,739.00,15.60,1.81,0.6,8.62,261.00,48.10,5.43 ,7.59,13.80,66.30,20.00
433,57,A1,11.44,50.51,600,9.20,810.00,752,D,Cropland,LC,"Dohrstadt, Germany",61.90,896.00,28.20,2.91,0.6,9.69,311.00,47.90,6.49 ,7.69,21.20,68.00,10.80
434,57,A1,-5.34,42.36,823,11.10,515.00,1327,C,Cropland,LC,"Leon, Nicaragua",59.40,616.00,12.10,0.61,0.6,19.84,206.00,26.30,7.83 ,6.52,4.00,20.00,76.10
435,57,A1,-5.34,42.36,823,11.10,515.00,1327,C,Cropland,LC,"Leon, Nicaragua",81.20,853.00,18.20,1.55,0.6,11.74,179.00,70.83 ,2.53 ,6.27,2.50,21.50,76.00
436,57,A1,-5.34,42.36,823,11.10,515.00,1327,C,Cropland,LC,"Leon, Nicaragua",9.70,68.00,2.00,0.06,0.6,33.33,41.00,3.70,11.08 ,6.87,4.20,19.70,76.10
437,57,A1,-5.34,42.36,823,11.10,515.00,1327,C,Cropland,LC,"Leon, Nicaragua",151.60,1196.00,38.40,3.28,0.6,11.71,576.00,41.00,14.05 ,6.79,3.60,20.40,76.10
438,57,A1,-5.34,42.36,823,11.10,515.00,1327,C,Cropland,LC,"Leon, Nicaragua",51.10,404.00,14.10,1.02,0.6,13.82,86.00,12.60,6.83 ,6.50,3.60,20.40,76.10
439,57,A1,-5.34,42.36,823,11.10,515.00,1327,C,Cropland,LC,"Leon, Nicaragua",38.30,342.00,19.10,1.16,0.6,16.47,63.00,9.30,6.77 ,6.41,3.60,20.40,76.10
440,57,A1,-5.34,42.36,823,11.10,515.00,1327,C,Cropland,LC,"Leon, Nicaragua",47.80,420.00,13.00,0.99,0.6,13.13,98.00,10.90,8.99 ,6.45,3.60,20.40,76.10
441,57,A1,11.06,51.21,132,9.30,687.00,832,D,Cropland,LC,"Frankenhausen,Germany",55.40,710.00,11.70,1.31,0.5,8.93,291.00,46.90,6.20 ,7.47,17.90,79.30,2.80
442,57,A1,9.56,51.32,470,9.20,650.00,823,D,Cropland,LC,"Göttingen, Germany",115.30,931.00,18.00,1.86,0.6,9.68,336.00,36.80,9.13 ,7.57,24.70,69.40,5.90
443,57,A1,9.56,51.32,470,9.20,650.00,823,D,Cropland,LC,"Göttingen, Germany",122.60,1260.00,38.90,3.23,0.6,12.04,544.00,107.40,5.07 ,7.95,18.60,77.60,3.90
444,57,A1,9.56,51.32,470,9.20,650.00,823,D,Cropland,LC,"Göttingen, Germany",47.10,607.00,13.90,1.55,0.6,8.97,279.00,53.70,5.20 ,7.86,22.20,70.60,7.30
445,57,A1,9.56,51.32,470,9.20,650.00,823,D,Cropland,LC,"Göttingen, Germany",77.90,673.00,18.80,1.59,0.6,11.82,364.00,38.30,9.50 ,6.87,40.50,51.00,8.50
446,57,A1,72.29,33.54,414,12.10,665.00,1800,B,Cropland,LC,"Hazro, Pakistan",26.60,127.00,7.60,0.90,0.6,8.44,108.00,7.40,14.59 ,10.51,6.30,69.20,24.60
447,57,A1,72.40,32.05,173,12.10,665.00,1901,B,Cropland,LC,"Sargodha, Pakistan",14.90,45.00,5.50,0.41,0.8,13.41,96.00,13.90,6.91 ,9.67,12.40,64.00,23.60
448,57,A1,72.40,32.05,173,12.10,665.00,1901,B,Cropland,LC,"Sargodha, Pakistan",15.00,54.00,3.20,0.39,0.8,8.21,82.00,11.20,7.32 ,9.59,14.80,45.80,39.50
449,57,A1,72.40,32.05,173,12.10,665.00,1901,B,Cropland,LC,"Sargodha, Pakistan",17.30,102.00,3.80,0.40,0.8,9.50,108.00,15.10,7.15 ,9.24,10.50,44.10,45.40
450,57,A1,72.40,32.05,173,12.10,665.00,1901,B,Cropland,LC,"Sargodha, Pakistan",27.90,168.00,6.80,0.78,0.8,8.72,148.00,12.30,12.03 ,8.44,12.70,73.30,14.00
451,57,A1,72.40,32.05,173,12.10,665.00,1901,B,Cropland,LC,"Sargodha, Pakistan",13.30,48.00,5.50,0.45,0.8,12.22,76.00,9.80,7.76 ,8.08,16.30,73.80,10.00
452,57,A1,74.11,32.09,219,12.10,665.00,1786,B,Cropland,LC,"Gujranwala, Pakistan",5.50,25.00,1.90,0.23,0.6,8.26,59.00,4.30,13.72 ,9.91,13.20,31.70,55.10
453,57,A1,74.11,32.09,219,12.10,665.00,1786,B,Cropland,LC,"Gujranwala, Pakistan",21.90,149.00,4.50,0.38,0.6,11.84,104.00,7.40,14.05 ,8.69,15.40,45.70,38.90
454,57,A1,74.11,32.09,219,12.10,665.00,1786,B,Cropland,LC,"Gujranwala, Pakistan",9.30,111.00,4.30,0.41,0.6,10.49,97.00,12.10,8.02 ,8.45,6.40,11.20,82.40
455,57,A1,74.11,32.09,219,12.10,665.00,1786,B,Cropland,LC,"Gujranwala, Pakistan",12.10,96.00,2.60,0.37,0.6,7.03,81.00,10.10,8.02 ,8.87,8.40,25.20,66.40
456,57,A1,74.11,32.09,219,12.10,665.00,1786,B,Cropland,LC,"Gujranwala, Pakistan",30.10,174.00,6.80,0.71,0.6,9.58,227.00,17.20,13.20 ,8.93,18.10,37.70,44.20
457,57,A1,74.11,32.09,219,12.10,665.00,1786,B,Cropland,LC,"Gujranwala, Pakistan",18.70,147.00,6.60,0.58,0.6,11.38,107.00,14.50,7.38 ,9.10,14.50,57.10,28.40
458,57,A1,74.11,32.09,219,12.10,665.00,1786,B,Cropland,LC,"Gujranwala, Pakistan",9.50,82.00,4.60,0.44,0.6,10.45,104.00,10.50,9.90 ,9.21,15.60,54.30,30.10
459,57,A1,74.11,32.09,219,12.10,665.00,1786,B,Cropland,LC,"Gujranwala, Pakistan",11.00,93.00,3.70,0.40,0.6,9.25,124.00,13.30,9.32 ,9.33,12.20,62.20,25.70
460,57,A1,74.11,32.09,219,12.10,665.00,1786,B,Cropland,LC,"Gujranwala, Pakistan",21.90,162.00,5.40,0.55,0.6,9.82,116.00,18.50,6.27 ,8.24,10.10,64.70,25.20
461,57,A1,9.56,51.32,470,9.20,650.00,823,D,Grassland,LC,"Göttingen, Germany",27.20,485.00,11.80,0.95,0.6,12.42,234.00,44.70,5.23 ,4.78,9.40,26.80,63.80
462,57,A1,9.56,51.32,470,9.20,650.00,823,D,Grassland,LC,"Göttingen, Germany",128.20,1236.00,18.20,1.59,0.6,11.45,424.00,69.20,6.13 ,5.98,23.70,68.70,7.60
463,57,A1,10.00,50.53,581,6.70,690.00,819,D,Grassland,LC,"Heringen, Germany",62.10,878.00,45.40,3.58,0.6,12.68,1594.00,211.90,7.52 ,5.22,22.40,23.60,54.00
464,57,A1,9.51,51.20,278,9.20,810.00,809,D,Grassland,LC,"Witzenhausen, Germany",137.80,2274.00,54.80,4.56,0.6,12.02,899.00,167.10,5.38 ,4.89,18.50,61.30,20.20
465,57,A1,9.51,51.20,278,9.20,810.00,809,D,Grassland,LC,"Witzenhausen, Germany",106.30,1556.00,31.30,2.71,0.6,11.55,909.00,149.20,6.09 ,5.51,17.40,76.70,5.90
466,57,A1,11.44,50.51,600,9.20,810.00,752,D,Grassland,LC,"Dohrstadt, Germany",56.80,1082.00,34.90,2.68,0.6,13.02,336.00,50.10,6.71 ,7.77,20.40,69.50,10.10
467,57,A1,11.44,50.51,600,9.20,810.00,752,D,Grassland,LC,"Dohrstadt, Germany",67.60,1351.00,45.40,3.64,0.6,12.47,419.00,59.70,7.02 ,7.49,20.40,69.50,10.10
468,57,A1,11.44,50.51,600,9.20,810.00,752,D,Grassland,LC,"Dohrstadt, Germany",56.20,1078.00,35.50,3.16,0.6,11.23,397.00,58.70,6.76 ,7.53,20.40,69.50,10.10
469,57,A1,11.44,50.51,600,9.20,810.00,752,D,Grassland,LC,"Dohrstadt, Germany",61.60,1137.00,38.40,3.39,0.6,11.33,413.00,63.50,6.50 ,7.58,20.40,69.50,10.10
470,57,A1,11.44,50.51,600,9.20,810.00,752,D,Grassland,LC,"Dohrstadt, Germany",62.90,1153.00,33.60,2.99,0.6,11.24,2562.00,419.10,6.11 ,7.61,15.40,68.20,16.40
471,57,A1,8.28,53.30,13,10.10,674.00,753,C,Grassland,LC,"Nordenham, Germany",338.90,5774.00,106.80,9.71,0.5,11.00,2180.00,411.10,5.30 ,4.41,33.50,56.40,10.10
472,57,A1,8.28,53.30,13,10.10,674.00,753,C,Grassland,LC,"Nordenham, Germany",432.80,5564.00,92.60,8.67,0.5,10.68,4496.00,560.60,8.02 ,4.89,25.90,63.00,11.10
473,57,A1,8.28,53.30,13,10.10,674.00,753,C,Grassland,LC,"Nordenham, Germany",435.10,6199.00,121.70,11.05,0.5,11.01,1617.00,199.60,8.10 ,4.79,36.60,52.60,10.80
474,57,A1,8.28,53.30,13,10.10,674.00,753,C,Grassland,LC,"Nordenham, Germany",240.50,3050.00,55.90,5.11,0.5,10.94,887.00,50.75 ,17.48 ,5.45,31.90,51.10,17.00
475,57,A1,8.28,53.30,13,10.10,674.00,753,C,Grassland,LC,"Nordenham, Germany",119.80,1419.00,22.50,2.40,0.5,9.38,1631.00,196.90,8.28 ,5.10,19.00,44.90,36.10
476,57,A1,8.28,53.30,13,10.10,674.00,753,C,Grassland,LC,"Nordenham, Germany",81.40,967.00,44.90,4.59,0.5,9.78,918.00,168.10,5.46 ,5.28,24.90,52.40,22.70
477,57,A1,9.56,51.32,470,9.20,650.00,823,D,Grassland,LC,"Göttingen, Germany",75.00,1232.00,31.40,2.86,0.6,10.98,1327.00,257.80,5.15 ,7.48,18.70,67.10,14.10
478,57,A1,9.56,51.32,470,9.20,650.00,823,D,Grassland,LC,"Göttingen, Germany",130.60,1988.00,63.30,5.59,0.6,11.32,464.00,94.50,4.91 ,7.90,10.50,85.30,4.20
479,57,A1,9.56,51.32,470,9.20,650.00,823,D,Grassland,LC,"Göttingen, Germany",76.00,983.00,21.20,1.94,0.6,10.93,1245.00,230.70,5.40 ,7.93,20.70,71.60,7.70
480,57,A1,9.56,51.32,470,9.20,650.00,823,D,Grassland,LC,"Göttingen, Germany",211.00,2394.00,52.40,4.65,0.6,11.27,2562.00,419.10,6.11 ,7.51,31.40,62.70,5.90
481,57,A1,9.56,51.32,470,9.20,650.00,823,D,Forest,LC,"Göttingen, Germany",74.60,1350.00,58.00,2.37,0.6,24.47,515.00,76.20,6.76 ,3.88,6.00,38.70,55.30
482,57,A1,9.46,51.30,470,9.20,650.00,816,D,Forest,LC,"Dransfeld, Germany",32.80,705.00,27.00,1.10,0.6,24.55,215.00,39.80,5.40 ,4.02,7.70,17.40,74.90
483,57,A1,9.46,51.30,470,9.20,650.00,816,D,Forest,LC,"Dransfeld, Germany",34.30,840.00,48.30,1.89,0.6,25.56,405.00,76.10,5.32 ,3.92,12.00,28.00,60.00
484,57,A1,9.46,51.30,470,9.20,650.00,816,D,Forest,LC,"Dransfeld, Germany",49.80,910.00,59.90,4.25,0.6,14.09,611.00,106.30,5.75 ,3.93,15.20,77.30,7.50
485,57,A1,9.46,51.30,470,9.20,650.00,816,D,Forest,LC,"Dransfeld, Germany",27.70,1480.00,41.60,1.78,0.6,23.37,456.00,74.10,6.15 ,3.90,4.40,11.80,83.90
486,57,A1,9.56,51.32,470,9.20,650.00,823,D,Forest,LC,"Göttingen, Germany",25.40,1469.00,35.30,0.95,0.6,37.16,187.00,27.00,6.93 ,3.79,4.00,5.40,90.60
487,57,A1,9.51,51.20,278,9.20,810.00,809,D,Forest,LC,"Witzenhausen, Germany",121.40,1895.00,128.30,5.19,0.6,24.72,957.00,101.50,9.43 ,3.51,17.10,78.50,4.40
488,57,A1,9.56,51.32,470,9.20,650.00,823,D,Forest,LC,"Göttingen, Germany",24.40,581.00,19.80,0.98,0.6,20.20,208.00,39.70,5.24 ,4.74,14.90,69.80,15.40
489,57,A1,9.56,51.32,470,9.20,650.00,823,D,Forest,LC,"Göttingen, Germany",136.20,2471.00,90.80,5.29,0.6,17.16,1327.00,259.60,5.11 ,7.72,13.50,79.50,7.00
490,57,A1,9.56,51.32,470,9.20,650.00,823,D,Forest,LC,"Göttingen, Germany",145.80,2184.00,145.90,7.34,0.6,19.88,2333.00,447.30,5.22 ,7.12,19.90,74.30,5.80
491,57,A1,9.56,51.32,470,9.20,650.00,823,D,Forest,LC,"Göttingen, Germany",58.10,1528.00,46.40,2.49,0.6,18.63,486.00,69.20,7.02 ,5.90,14.60,36.80,48.60
492,57,A1,9.56,51.32,470,9.20,650.00,823,D,Forest,LC,"Göttingen, Germany",34.40,1204.00,27.00,1.66,0.6,16.27,246.00,37.50,6.56 ,6.54,10.90,76.30,12.80
493,57,A1,9.56,51.32,470,9.20,650.00,823,D,Forest,LC,"Göttingen, Germany",44.30,1134.00,51.90,2.48,0.6,20.93,384.00,60.80,6.32 ,4.55,9.90,80.20,9.90
494,58,A1,11.45,48.50,487,7.40,803.00,838,D,Cropland,GC,"Scheyern Research Farm, Munich, Germany",50.00,697.00,13.20,1.47,0.5,8.98,281.00,34.00,8.26 ,5.9,60,25,15
495,58,A1,11.45,48.50,487,7.40,803.00,838,D,Cropland,GC,"Scheyern Research Farm, Munich, Germany",60.00,816.00,12.70,1.57,0.5,8.09,346.00,47.00,7.36 ,5.9,60,25,15
496,58,A1,11.45,48.50,487,7.40,803.00,838,D,Cropland,GC,"Scheyern Research Farm, Munich, Germany",48.00,671.00,11.90,1.37,0.5,8.69,257.00,26.00,9.88 ,5.9,27.00,50.00,23.00
497,58,A1,11.45,48.50,487,7.40,803.00,838,D,Cropland,GC,"Scheyern Research Farm, Munich, Germany",63.00,841.00,14.00,1.67,0.5,8.38,370.00,55.00,6.73 ,5.9,27.00,54.00,19.00
498,59,A1,112.17,23.17,265,21.60,1773.00,1359,C,Forest,GC,"Dinghushan Biosphere Reserve, Guangdong Province,  Chi",119.60,1372.18,37.77,2.54,0.3,14.87,182.04 ,64.20 ,2.84 ,3.91,37.80,33.00,29.30
499,60,A1,128.08,42.38,802,2.80,700.00,919,D,Forest,GC,CBMNR,93.48,2556.67,59.93,3.47,0.7,17.29,243.31 ,47.02 ,5.17 ,5.5,53,25,22
500,60,A1,128.08,42.38,802,2.80,700.00,919,D,Forest,GC,CBMNR,98.22,2600.37,55.27,3.67,0.7,15.07,243.31 ,47.02 ,5.17 ,5.5,53,25,22
501,60,A1,128.08,42.38,802,2.80,700.00,919,D,Forest,GC,CBMNR,70.00,2012.59,47.77,3.20,0.7,14.93,243.31 ,47.02 ,5.17 ,5.5,53,25,22
502,60,A1,128.08,42.38,802,2.80,700.00,919,D,Forest,GC,CBMNR,87.04,1918.52,41.47,2.97,0.7,13.98,243.31 ,47.02 ,5.17 ,5.5,53,25,22
503,60,A1,128.08,42.38,802,2.80,700.00,919,D,Forest,GC,CBMNR,65.78,1931.11,37.67,2.73,0.7,13.78,243.31 ,47.02 ,5.17 ,5.5,53,25,22
504,61,A1,-119.57,37.72,1920,9.10,115.00,1680,C,Forest,GC,"Sierra Nevada, California",79.29,563.64,70.00,2.92,0.4,24.00,341.39 ,44.31 ,7.70 ,6.20,17,71,26.80
505,61,A1,-119.57,37.72,1920,9.10,115.00,1680,C,Forest,GC,"Sierra Nevada, California",76.07,345.45,28.06,1.40,0.4,20.00,341.39 ,44.31 ,7.70 ,6.50,17,71,6.30
506,61,A1,-119.57,37.72,1920,6.70,135.00,1680,C,Forest,GC,"Sierra Nevada, California",39.11,550.00,41.87,2.09,0.4,20.00,341.39 ,44.31 ,7.70 ,5.80,17,71,6.70
507,61,A1,-119.57,37.72,1920,6.70,135.00,1680,C,Forest,GC,"Sierra Nevada, California",57.86,822.73,52.66,2.19,0.4,24.00,341.39 ,44.31 ,7.70 ,5.40,17,71,14.00
508,61,A1,-119.57,37.72,1920,6.70,135.00,1680,C,Forest,GC,"Sierra Nevada, California",59.46,413.64,36.26,1.58,0.4,23.00,341.39 ,44.31 ,7.70 ,6.00,17,71,7.70
509,61,A1,-119.57,37.72,1920,6.70,135.00,1680,C,Forest,GC,"Sierra Nevada, California",38.57,377.27,25.04,0.83,0.4,30.00,341.39 ,44.31 ,7.70 ,5.50,17,71,8.70
510,61,A1,-119.57,37.72,1920,6.70,135.00,1680,C,Forest,GC,"Sierra Nevada, California",102.86,1136.36,120.43,4.15,0.4,29.00,341.39 ,44.31 ,7.70 ,6.00,17,71,25.40
511,61,A1,-119.57,37.72,1920,6.70,135.00,1680,C,Forest,GC,"Sierra Nevada, California",107.14,1204.55,90.22,3.61,0.4,25.00,341.39 ,44.31 ,7.70 ,5.80,17,71,9.40
512,61,A1,-119.57,37.72,1920,6.70,135.00,1680,C,Forest,GC,"Sierra Nevada, California",56.79,731.82,67.34,2.24,0.4,30.00,341.39 ,44.31 ,7.70 ,5.50,17,71,7.70
513,62,A1,112.91,23.18,4,21.00,1956.00,1299,C,Forest,GC,Dinghushan Biosphere Reserve,60.24,698.64,21.60,1.40,0.6,15.43,224.12 ,66.63 ,3.36 ,5.5,37,46,17
514,62,A1,112.88,23.18,5,21.00,1956.00,1299,C,Forest,GC,Dinghushan Biosphere Reserve,120.66,1119.16,25.00,1.80,0.6,13.89,224.12 ,66.63 ,3.36 ,5.5,37,46,17
515,62,A1,112.88,23.18,5,21.00,1956.00,1299,C,Forest,GC,Dinghushan Biosphere Reserve,216.52,1458.29,39.10,3.00,0.6,13.03,224.12 ,66.63 ,3.36 ,5.5,37,46,17
516,62,A1,112.91,23.18,4,21.00,1956.00,1299,C,Forest,GC,Dinghushan Biosphere Reserve,33.66,268.41,7.40,0.80,0.6,9.25,224.12 ,66.63 ,3.36 ,5.5,37,46,17
517,62,A1,112.88,23.18,5,21.00,1956.00,1299,C,Forest,GC,Dinghushan Biosphere Reserve,86.21,485.42,10.00,0.90,0.6,11.11,224.12 ,66.63 ,3.36 ,5.5,37,46,17
518,62,A1,112.88,23.18,5,21.00,1956.00,1299,C,Forest,GC,Dinghushan Biosphere Reserve,164.35,679.23,15.20,1.50,0.6,10.13,224.12 ,66.63 ,3.36 ,5.5,37,46,17
519,62,A1,112.91,23.18,4,21.00,1956.00,1299,C,Forest,GC,Dinghushan Biosphere Reserve,24.80,192.83,5.80,0.70,0.6,8.29,224.12 ,66.63 ,3.36 ,5.5,37,46,17
520,62,A1,112.88,23.18,5,21.00,1956.00,1299,C,Forest,GC,Dinghushan Biosphere Reserve,38.97,223.83,6.10,0.70,0.6,8.71,224.12 ,66.63 ,3.36 ,5.5,37,46,17
521,62,A1,112.88,23.18,5,21.00,1956.00,1299,C,Forest,GC,Dinghushan Biosphere Reserve,127.94,469.93,13.30,1.30,0.6,10.23,224.12 ,66.63 ,3.36 ,5.5,37,46,17
522,63,A1,11.83,51.37,123,8.80,480.00,867,C,Cropland,LC,"Bad Lauchstädt (SFEBL), Sachsen-Anhalt, Germany",15.91,234.07,26.00,2.10,0.5,12.38,227.08 ,69.54 ,3.27 ,6.38,11.20,67.80,21.00
523,63,A1,11.83,51.37,123,8.80,480.00,867,C,Cropland,LC,"Bad Lauchstädt (SFEBL), Sachsen-Anhalt, Germany",33.71,228.15,25.40,2.20,0.5,11.55,227.08 ,69.54 ,3.27 ,6.04,11.20,67.80,21.00
524,63,A1,11.83,51.37,123,8.80,480.00,867,C,Cropland,LC,"Bad Lauchstädt (SFEBL), Sachsen-Anhalt, Germany",23.86,151.11,24.90,2.10,0.5,11.86,227.08 ,69.54 ,3.27 ,5.62,11.20,67.80,21.00
525,63,A1,11.83,51.37,123,8.80,480.00,867,C,Cropland,LC,"Bad Lauchstädt (SFEBL), Sachsen-Anhalt, Germany",38.26,165.93,21.50,1.80,0.5,11.94,227.08 ,69.54 ,3.27 ,5.92,11.20,67.80,21.00
526,63,A1,11.83,51.37,123,8.80,480.00,867,C,Cropland,LC,"Bad Lauchstädt (SFEBL), Sachsen-Anhalt, Germany",29.92,219.26,19.30,1.60,0.5,12.06,227.08 ,69.54 ,3.27 ,5.08,11.20,67.80,21.00
527,63,A1,11.83,51.37,123,8.80,480.00,867,C,Cropland,LC,"Bad Lauchstädt (SFEBL), Sachsen-Anhalt, Germany",18.56,198.52,16.10,1.30,0.5,12.38,227.08 ,69.54 ,3.27 ,5.26,11.20,67.80,21.00
528,63,A1,11.83,51.37,123,8.80,480.00,867,C,Cropland,LC,"Bad Lauchstädt (SFEBL), Sachsen-Anhalt, Germany",49.45,536.30,24.80,2.40,0.5,10.33,227.08 ,69.54 ,3.27 ,6.54,11.20,67.80,21.00
529,63,A1,11.83,51.37,123,8.80,480.00,867,C,Cropland,LC,"Bad Lauchstädt (SFEBL), Sachsen-Anhalt, Germany",53.14,503.70,23.10,2.30,0.5,10.04,227.08 ,69.54 ,3.27 ,6.70,11.20,67.80,21.00
530,63,A1,11.83,51.37,123,8.80,480.00,867,C,Cropland,LC,"Bad Lauchstädt (SFEBL), Sachsen-Anhalt, Germany",43.54,322.96,23.00,2.30,0.5,10.00,227.08 ,69.54 ,3.27 ,6.15,11.20,67.80,21.00
531,63,A1,11.83,51.37,123,8.80,480.00,867,C,Cropland,LC,"Bad Lauchstädt (SFEBL), Sachsen-Anhalt, Germany",38.38,334.81,19.60,1.90,0.5,10.32,227.08 ,69.54 ,3.27 ,6.85,11.20,67.80,21.00
532,63,A1,11.83,51.37,123,8.80,480.00,867,C,Cropland,LC,"Bad Lauchstädt (SFEBL), Sachsen-Anhalt, Germany",33.95,482.96,18.50,1.70,0.5,10.88,227.08 ,69.54 ,3.27 ,6.44,11.20,67.80,21.00
533,63,A1,11.83,51.37,123,8.80,480.00,867,C,Cropland,LC,"Bad Lauchstädt (SFEBL), Sachsen-Anhalt, Germany",28.78,474.07,16.80,1.40,0.5,12.00,227.08 ,69.54 ,3.27 ,7.33,11.20,67.80,21.00
534,64,A1,9.41,51.26,270,9.20,650.00,822,D,Forest,GC,"Hannoversch-Münden, Gottingen, Germany",,,17.35,1.68,0.6,10.31,230.69 ,74.01 ,3.12 ,3.95,65.00,27.30,7.70
535,64,A1,9.41,51.26,270,9.20,650.00,822,D,Forest,GC,"Hannoversch-Münden, Gottingen, Germany",,,0.66,0.95,0.6,0.70,230.69 ,74.01 ,3.12 ,3.95,65.00,27.30,7.70
536,64,A1,9.45,51.28,470,9.20,650.00,818,D,Forest,GC,"Dransfeld, Gottingen, Germany",,,34.57,2.44,0.6,14.16,230.69 ,74.01 ,3.12 ,4.25,1.00,87.50,11.50
537,64,A1,9.45,51.28,470,9.20,650.00,818,D,Forest,GC,"Dransfeld, Gottingen, Germany",,,8.84,1.31,0.6,6.75,230.69 ,74.01 ,3.12 ,4.25,1.00,87.50,11.50
538,64,A1,10.25,51.58,200,9.20,650.00,815,D,Forest,GC,"Rüdershausen, Germany",,,9.03,1.32,0.6,6.85,311.81 ,56.86 ,5.48 ,4.25,3.20,87.50,9.30
539,64,A1,10.25,51.58,200,9.20,650.00,815,D,Forest,GC,"Rüdershausen, Germany",,,2.12,1.01,0.6,2.09,311.81 ,56.86 ,5.48 ,4.25,3.20,87.50,9.30
540,65,A1,102.52,34.66,3009,1.70,545.00,924,D,Grassland,GC,"Gann, Gansu, Chi",88.00,1688.00,45.50,3.20,0.6,14.22,287.50 ,102.75 ,2.80 ,7.4,65.00,16.00,19.00
541,65,A1,102.52,34.66,3009,1.70,545.00,924,D,Grassland,GC,"Gann, Gansu, Chi",18.00,1172.00,33.40,2.20,0.6,15.18,287.50 ,102.75 ,2.80 ,7.4,44.00,36.00,20.00
542,65,A1,102.52,34.66,3009,1.70,545.00,924,D,Cropland,GC,"Gann, Gansu, Chi",35.00,1184.00,33.10,2.20,0.6,15.05,287.50 ,102.75 ,2.80 ,7.4,35.00,43.00,22.00
543,65,A1,102.49,34.59,2968,1.70,545.00,1027,D,Grassland,GC,"Gann, Gansu, Chi",94.00,1802.00,41.20,3.10,0.7,13.29,307.74 ,108.59 ,2.83 ,7.41,50.00,34.00,16.00
544,65,A1,102.49,34.59,2968,1.70,545.00,1027,D,Cropland,GC,"Gann, Gansu, Chi",47.00,1178.00,28.70,2.10,0.7,13.67,307.74 ,108.59 ,2.83 ,8.09,37.00,46.00,17.00
545,66,A1,116.17,42.02,1358,2.10,382.00,1238,D,Grassland,GC,"Duolun, Chi",72.00,1146.00,21.60,1.48,0.5,14.59,165.80 ,97.93 ,1.69 ,7.00,33,53,13
546,66,A1,111.53,29.26,100,16.92,1279.00,1212,C,Cropland,LC,Taoyuan County,49.00,725.00,17.00,1.60,0.5,10.63,165.65 ,54.76 ,3.03 ,5.36,6.30,63.10,30.60
547,66,A1,115.07,26.75,100,17.90,1471.20,1264,C,Forest,LC,"Shixi, Jiangxi",78.57,784.36,17.16,1.20,0.2,14.30,119.81 ,50.54 ,2.37 ,4.60,38,41,21
548,67,A1,101.62,39.02,1470,7.70,120.00,1609,B,Desert,LC,Desert,,,4.83,0.59,0.6,8.19,332.96 ,31.69 ,10.51 ,8.66,55,32,59.00
549,67,A1,112.04,43.56,961,3.80,144.00,1556,B,Desert,LC,Desert,,,1.90,0.22,0.5,8.64,110.37 ,94.09 ,1.17 ,8.63,47,40,21.00
550,67,A1,109.87,45.25,905,3.40,126.00,1388,B,Desert,LC,Desert,,,3.32,0.12,0.3,27.67,110.77 ,94.24 ,1.18 ,7.63,27,49,41.00
551,67,A1,101.77,38.94,1490,7.80,19.00,1610,B,Desert,LC,Desert,,,0.85,0.07,0.5,12.14,84.72 ,95.18 ,0.89 ,8.85,47,40,42.00
552,67,A1,101.88,38.91,1440,7.80,122.00,1617,B,Desert,LC,Desert,,,1.27,0.15,0.6,8.47,84.72 ,95.18 ,0.89 ,8.87,55,32,30.00
553,67,A1,111.19,44.08,1147,3.30,134.00,1484,B,Desert,LC,Desert,,,3.48,0.17,0.3,20.47,196.82 ,103.65 ,1.90 ,8.10,27,49,48.00
554,67,A1,109.13,45.80,1092,2.10,141.00,1263,B,Desert,LC,Desert,,,5.08,0.26,0.3,19.54,165.44 ,104.81 ,1.58 ,7.69,41,38,52.00
555,67,A1,109.62,45.51,987,3.00,132.00,1330,B,Desert,LC,Desert,,,4.36,0.21,0.3,20.76,164.98 ,103.64 ,1.59 ,8.23,27,49,42.00
556,67,A1,111.83,43.75,960,3.80,128.00,1540,B,Desert,LC,Desert,,,1.56,0.05,0.5,31.20,196.80 ,101.79 ,1.93 ,7.23,16,80,5.00
557,67,A1,110.73,44.50,963,4.00,122.00,1480,B,Desert,LC,Desert,,,4.11,0.29,0.3,14.17,111.02 ,94.38 ,1.18 ,7.89,27,49,29.00
558,67,A1,104.71,39.65,1268,8.10,104.00,1808,B,Desert,LC,Desert,,,1.66,0.23,0.7,7.22,187.74 ,42.53 ,4.41 ,8.86,51,32,57.00
559,67,A1,108.48,41.78,1543,3.70,204.00,1493,B,Desert,LC,Desert Steppe,,,5.33,0.59,0.5,9.03,141.43 ,98.96 ,1.43 ,8.62,16,80,38.00
